nombre,url,posicion,pais,altura,peso,equipo,aerial_duels_lost,through_balls,total_clearances,ground_duels,overruns,aerial_duels_won,substitute_on,unsuccessful_dribbles,penalties_taken,touches,putthrough_blocked_distribution,successful_dribbles,right_foot_goals,goals,recoveries,tackles_won,yellow_cards,successful_short_passes,successful_passes_own_half,left_foot_goals,headed_goals,penalty_goals,penalty_goals_conceded,goal_assists,total_fouls_won,putthrough_blocked_distribution_won,offsides,total_shots,hit_woodwork,games_played,total_successful_passes_excl_crosses_corners,rightside_passes,time_played,goals_conceded,tackles_lost,total_unsuccessful_passes_excl_crosses_corners,unsuccessful_layoffs,foul_attempted_tackle,open_play_passes,total_tackles,ground_duels_won,successful_passes_opposition_half,corners_won,times_tackled,unsuccessful_passes_own_half,goals_conceded_inside_box,handballs_conceded,successful_open_play_passes,total_losses_of_possession,forward_passes,shots_on_target_inc_goals,successful_layoffs,attempts_from_set_pieces,clean_sheets,appearances,unsuccessful_crosses_corners,unsuccessful_passes_opposition_half,unsuccessful_short_passes,blocked_shots,total_fouls_conceded,duels_won,aerial_duels,duels,total_passes,shots_off_target_inc_woodwork,duels_lost,blocks,key_passes_attempt_assists,successful_long_passes,goals_conceded_outside_box,backward_passes,assists_intentional,leftside_passes,starts,total_touches_in_opposition_box,substitute_off,ground_duels_lost,unsuccessful_crosses_open_play,goals_from_inside_box,goals_from_outside_box,index,home_goals,away_goals,winning_goal,team_games_played,foul_won_penalty,successful_crosses_open_play,successful_crosses_corners,throw_ins_to_own_player,unsuccessful_long_passes,clearances_off_the_line,interceptions,total_red_cards,unsuccessful_launches,straight_red_cards,corners_taken_incl_short_corners,unsuccessful_corners_into_box,set_pieces_goals,other_goals,successful_corners_into_box,second_goal_assists,successful_launches,red_cards_2nd_yellow,penalties_conceded,throw_ins_to_opposition_player,own_goal_scored,penalties_off_target,last_player_tackle,gk_successful_distribution,goal_kicks,gk_unsuccessful_distribution,saves_made_from_outside_box,saves_made_from_inside_box,penalties_faced,saves_made,saves_from_penalty,saves_made_caught,drops,penalties_saved,goalkeeper_smother,punches,saves_made_parried,catches,crosses_not_claimed
ÉDER GABRIEL MILITÃO,https://www.laliga.com//es-GB/jugador/e-militao,Defensa,BR,186,78,Real Madrid,13.0,,19.0,21.0,,11.0,4.0,,,385.0,3.0,,,,19.0,3.0,,280.0,203.0,,,,,,5.0,1.0,2.0,2.0,,10.0,296.0,82.0,497.0,4.0,4.0,30.0,,4.0,307.0,7.0,12.0,93.0,2.0,1.0,13.0,4.0,,277.0,36.0,99.0,2.0,,,3.0,10.0,1.0,18.0,17.0,,5.0,23.0,24.0,45.0,326.0,,22.0,3.0,,16.0,,10.0,,135.0,6.0,3.0,3.0,9.0,1.0,,,100.0,,,0.0,38,,,,1.0,13.0,,4.0,,5.0,,,,,,,,,,,,,,,9.0,9.0,,,,,,,,,,,,,,
DAVID ALABA,https://www.laliga.com//es-GB/jugador/david-alaba,Defensa,AT,180,78,Real Madrid,9.0,4.0,34.0,22.0,,10.0,,,,1015.0,5.0,,,,63.0,9.0,2.0,765.0,558.0,,,,,1.0,,3.0,,10.0,1.0,14.0,803.0,305.0,1156.0,10.0,4.0,75.0,,1.0,829.0,13.0,13.0,247.0,4.0,1.0,18.0,9.0,,754.0,100.0,293.0,4.0,,6.0,4.0,14.0,15.0,72.0,41.0,4.0,4.0,23.0,19.0,41.0,878.0,6.0,18.0,7.0,9.0,38.0,1.0,60.0,1.0,220.0,14.0,12.0,2.0,9.0,6.0,,,63.0,,,0.0,38,,,2.0,5.0,34.0,,15.0,,12.0,,12.0,8.0,,,2.0,,2.0,,,,1.0,,1.0,25.0,25.0,,,,,,,,,,,,,,
JUAN IGLESIAS,https://www.laliga.com//es-GB/jugador/iglesias,Defensa,ES,185,79,Getafe CF,10.0,2.0,43.0,98.0,1.0,13.0,7.0,8.0,,855.0,26.0,6.0,,,71.0,22.0,4.0,262.0,129.0,,,,,2.0,10.0,11.0,1.0,11.0,,23.0,298.0,33.0,1413.0,16.0,19.0,159.0,,12.0,447.0,41.0,56.0,182.0,5.0,14.0,35.0,15.0,,290.0,278.0,235.0,6.0,,,4.0,23.0,45.0,169.0,66.0,4.0,16.0,69.0,23.0,121.0,457.0,5.0,52.0,7.0,9.0,36.0,1.0,65.0,1.0,124.0,16.0,9.0,12.0,42.0,45.0,,,30.0,,,0.0,38,,13.0,13.0,71.0,93.0,,16.0,,60.0,,,,,,,,17.0,,,42.0,,,,,,,,,,,,,,,,,,,
DAVID SORIA,https://www.laliga.com//es-GB/jugador/david-soria,Portero,ES,192,85,Getafe CF,,,32.0,4.0,,4.0,,,,1480.0,,,,,407.0,,3.0,191.0,266.0,,,,5.0,,2.0,,,,,38.0,564.0,48.0,3414.0,52.0,,602.0,,1.0,474.0,,1.0,298.0,,,72.0,47.0,,276.0,612.0,1004.0,,,,10.0,38.0,,530.0,7.0,,1.0,5.0,4.0,8.0,1166.0,,3.0,,,373.0,5.0,,,114.0,38.0,,1.0,3.0,,,,46.0,,,0.0,38,,,,,595.0,,,,241.0,,,,,,,,129.0,,1.0,,,,,279.0,310.0,154.0,40.0,79.0,7.0,123.0,,2.0,2.0,,2.0,11.0,31.0,15.0,
DOMINGOS DE SOUSA COUTINHO MENESES DUARTE,https://www.laliga.com//es-GB/jugador/domingos-d,Defensa,PT,192,80,Getafe CF,10.0,1.0,27.0,28.0,,14.0,4.0,1.0,,464.0,6.0,1.0,,,45.0,4.0,3.0,251.0,153.0,,,,2.0,,8.0,2.0,,1.0,,15.0,292.0,87.0,906.0,18.0,3.0,84.0,,1.0,364.0,7.0,16.0,140.0,,3.0,23.0,16.0,,281.0,94.0,150.0,,,,2.0,15.0,,61.0,46.0,,8.0,30.0,24.0,52.0,376.0,1.0,22.0,5.0,2.0,41.0,2.0,23.0,,116.0,11.0,6.0,2.0,12.0,,,,22.0,,,0.0,38,,1.0,1.0,1.0,38.0,,8.0,2.0,21.0,1.0,,,,,,,6.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,
DJENÉ DAKONAM,https://www.laliga.com//es-GB/jugador/djene,Defensa,TG,187,72,Getafe CF,31.0,,68.0,163.0,,38.0,3.0,3.0,,1430.0,30.0,18.0,,,175.0,19.0,12.0,746.0,450.0,,,,4.0,,37.0,16.0,1.0,4.0,,33.0,817.0,176.0,2490.0,33.0,15.0,223.0,,28.0,1019.0,34.0,88.0,374.0,1.0,16.0,65.0,30.0,1.0,797.0,300.0,435.0,1.0,4.0,,8.0,33.0,23.0,181.0,127.0,2.0,51.0,126.0,69.0,232.0,1040.0,3.0,106.0,15.0,7.0,71.0,3.0,117.0,,312.0,30.0,12.0,11.0,75.0,23.0,,,23.0,,,0.0,38,,7.0,7.0,37.0,96.0,,23.0,1.0,70.0,,,,,,,,26.0,1.0,1.0,11.0,,,,,,,,,,,,,,,,,,,
MIGUEL RODRÍGUEZ,https://www.laliga.com//es-GB/jugador/miguel-4,Delantero,ES,179,73,RC Celta,9.0,,,55.0,3.0,1.0,13.0,11.0,,191.0,10.0,3.0,,,9.0,3.0,2.0,75.0,24.0,,,,1.0,,11.0,8.0,,4.0,,15.0,76.0,10.0,291.0,6.0,3.0,19.0,,11.0,91.0,6.0,20.0,52.0,2.0,15.0,3.0,5.0,,73.0,56.0,21.0,,1.0,,,15.0,11.0,27.0,17.0,2.0,15.0,21.0,10.0,65.0,95.0,4.0,44.0,,2.0,1.0,1.0,31.0,,33.0,2.0,8.0,1.0,35.0,10.0,,,20.0,,,0.0,38,,,,6.0,2.0,,4.0,,,,2.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
JOSEPH AIDOO,https://www.laliga.com//es-GB/jugador/aidoo-jr,Defensa,GH,184,80,RC Celta,10.0,1.0,27.0,19.0,,14.0,2.0,,,247.0,2.0,2.0,,,22.0,3.0,,127.0,102.0,,,,1.0,,,2.0,,2.0,,6.0,142.0,36.0,407.0,6.0,5.0,39.0,,1.0,175.0,8.0,10.0,40.0,,2.0,14.0,6.0,,137.0,43.0,74.0,,,,,6.0,,25.0,20.0,1.0,4.0,24.0,24.0,43.0,181.0,2.0,19.0,1.0,1.0,15.0,,13.0,,58.0,4.0,3.0,,9.0,,,,28.0,,,0.0,38,,,,3.0,19.0,,4.0,,9.0,,,,,,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,
MANU SÁNCHEZ,https://www.laliga.com//es-GB/jugador/m-sanchez,Defensa,ES,179,70,RC Celta,21.0,,45.0,141.0,1.0,9.0,6.0,16.0,,1149.0,58.0,11.0,,,95.0,28.0,3.0,462.0,236.0,,,,5.0,5.0,5.0,20.0,,4.0,,26.0,488.0,178.0,1776.0,28.0,26.0,150.0,,14.0,626.0,54.0,70.0,269.0,11.0,27.0,55.0,24.0,1.0,480.0,271.0,287.0,2.0,,,3.0,26.0,40.0,135.0,108.0,5.0,21.0,79.0,30.0,171.0,638.0,2.0,92.0,3.0,15.0,26.0,4.0,145.0,4.0,28.0,20.0,25.0,7.0,71.0,35.0,,,100.0,,,0.0,38,,17.0,17.0,151.0,42.0,,19.0,,29.0,,4.0,4.0,,,,,8.0,,,18.0,,,,,,,,,,,,,,,,,,,
FRANCO CERVI,https://www.laliga.com//es-GB/jugador/franco-cervi,Delantero,AR,165,67,RC Celta,8.0,,2.0,68.0,,6.0,12.0,5.0,,403.0,31.0,,,,54.0,18.0,2.0,198.0,87.0,,,,2.0,1.0,19.0,16.0,2.0,5.0,,17.0,203.0,78.0,537.0,13.0,6.0,37.0,1.0,3.0,235.0,24.0,43.0,117.0,4.0,8.0,12.0,13.0,,198.0,76.0,87.0,1.0,1.0,,1.0,17.0,17.0,42.0,31.0,3.0,6.0,49.0,14.0,82.0,240.0,4.0,33.0,,9.0,5.0,,53.0,,22.0,5.0,15.0,4.0,25.0,14.0,,,22.0,,,0.0,38,,,1.0,21.0,6.0,,9.0,,4.0,,5.0,3.0,,,1.0,,1.0,,,4.0,,,,,,,,,,,,,,,,,,,
HUGO SOTELO,https://www.laliga.com//es-GB/jugador/hugo-sotelo,Centrocampista,ES,180,null,RC Celta,7.0,,5.0,76.0,,2.0,9.0,5.0,,686.0,10.0,9.0,,,52.0,17.0,1.0,475.0,181.0,,,,1.0,1.0,3.0,6.0,,6.0,1.0,17.0,509.0,194.0,718.0,16.0,2.0,47.0,,6.0,529.0,19.0,31.0,334.0,3.0,17.0,15.0,16.0,,483.0,101.0,147.0,1.0,13.0,1.0,,17.0,23.0,55.0,30.0,2.0,16.0,33.0,9.0,85.0,556.0,5.0,52.0,1.0,14.0,34.0,,104.0,1.0,111.0,8.0,8.0,7.0,45.0,4.0,,,25.0,,,0.0,38,,1.0,6.0,1.0,17.0,,2.0,,5.0,,26.0,16.0,,,4.0,,3.0,,,,,,,,,,,,,,,,,,,,,,
FRAN BELTRÁN,https://www.laliga.com//es-GB/jugador/fran-beltran,Centrocampista,ES,170,66,RC Celta,33.0,4.0,31.0,181.0,1.0,13.0,5.0,12.0,,1653.0,45.0,12.0,,,160.0,32.0,2.0,1131.0,557.0,,,,4.0,,16.0,26.0,2.0,11.0,,33.0,1173.0,402.0,2437.0,41.0,24.0,169.0,,20.0,1298.0,56.0,84.0,622.0,6.0,32.0,68.0,37.0,2.0,1132.0,245.0,401.0,3.0,13.0,,4.0,33.0,13.0,114.0,130.0,10.0,28.0,97.0,46.0,227.0,1342.0,8.0,130.0,2.0,18.0,42.0,4.0,162.0,,377.0,28.0,14.0,12.0,97.0,9.0,,,36.0,,,0.0,38,,2.0,6.0,1.0,39.0,,18.0,,26.0,,6.0,3.0,,,2.0,,6.0,,2.0,,,,,,,,,,,,,,,,,,,,
IVÁN VILLAR,https://www.laliga.com//es-GB/jugador/ivan-villar,Portero,ES,183,76,RC Celta,,,10.0,3.0,,3.0,,,,377.0,1.0,,,,92.0,,,117.0,136.0,,,,2.0,,2.0,,,,,12.0,166.0,51.0,1015.0,18.0,,107.0,,2.0,130.0,,,30.0,,,18.0,17.0,,92.0,111.0,181.0,,,,,12.0,,89.0,1.0,,2.0,3.0,3.0,6.0,273.0,,3.0,,1.0,49.0,1.0,,,41.0,12.0,,,3.0,,,,51.0,,,0.0,38,,,,,106.0,,,2.0,26.0,2.0,,,,,,,7.0,,2.0,,,,,107.0,98.0,39.0,10.0,17.0,3.0,28.0,1.0,,2.0,1.0,6.0,4.0,10.0,3.0,
RAMON TERRATS,https://www.laliga.com//es-GB/jugador/r-terrats,Centrocampista,ES,181,null,Villarreal CF,5.0,1.0,6.0,86.0,3.0,5.0,13.0,9.0,,595.0,29.0,11.0,,,45.0,13.0,4.0,341.0,147.0,,,,3.0,2.0,16.0,10.0,1.0,5.0,,19.0,355.0,138.0,781.0,18.0,4.0,56.0,,8.0,403.0,17.0,44.0,211.0,10.0,20.0,24.0,17.0,1.0,347.0,122.0,88.0,1.0,4.0,,,19.0,25.0,57.0,45.0,3.0,15.0,49.0,10.0,96.0,411.0,4.0,47.0,1.0,6.0,14.0,1.0,90.0,2.0,95.0,6.0,12.0,5.0,42.0,23.0,,,21.0,,,0.0,38,,2.0,3.0,17.0,11.0,,3.0,,7.0,,5.0,1.0,,,1.0,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,
FILIP JØRGENSEN,https://www.laliga.com//es-GB/jugador/jorgensen,Portero,DK,190,null,Villarreal CF,,,26.0,13.0,,11.0,,,,1527.0,1.0,1.0,,,306.0,1.0,4.0,697.0,768.0,,,,6.0,,5.0,,,,,36.0,875.0,263.0,3240.0,63.0,2.0,246.0,,1.0,760.0,3.0,9.0,107.0,,1.0,67.0,59.0,,625.0,255.0,585.0,,,,6.0,36.0,,179.0,7.0,,2.0,20.0,11.0,24.0,1121.0,,4.0,,,178.0,4.0,,,273.0,36.0,,,4.0,,,,70.0,,,0.0,38,,,,,239.0,,2.0,,112.0,,,,,,,,34.0,,1.0,,,,1.0,363.0,244.0,59.0,52.0,91.0,6.0,143.0,,1.0,5.0,,3.0,16.0,34.0,29.0,1.0
DENIS SUÁREZ,https://www.laliga.com//es-GB/jugador/denis-suarez,Centrocampista,ES,176,69,Villarreal CF,1.0,,4.0,18.0,1.0,,3.0,3.0,,123.0,1.0,5.0,,,8.0,,,73.0,25.0,,,,1.0,,2.0,,1.0,,,4.0,76.0,31.0,131.0,5.0,,13.0,,3.0,80.0,,7.0,53.0,,5.0,2.0,4.0,,67.0,24.0,22.0,,,,,4.0,2.0,13.0,11.0,1.0,4.0,7.0,1.0,19.0,89.0,,12.0,2.0,3.0,3.0,1.0,13.0,,23.0,1.0,5.0,,11.0,1.0,,,100.0,,,0.0,38,,1.0,2.0,1.0,2.0,,,,,,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
JOHAN MOJICA,https://www.laliga.com//es-GB/jugador/j-mojica,Centrocampista,CO,185,66,CA Osasuna,14.0,1.0,32.0,130.0,9.0,15.0,8.0,25.0,,1481.0,70.0,17.0,,,168.0,22.0,1.0,646.0,280.0,,,,,3.0,18.0,13.0,,10.0,1.0,30.0,696.0,306.0,2041.0,35.0,8.0,208.0,,15.0,888.0,30.0,65.0,448.0,20.0,35.0,75.0,32.0,1.0,682.0,418.0,358.0,1.0,,2.0,2.0,30.0,84.0,217.0,128.0,7.0,22.0,80.0,29.0,159.0,904.0,9.0,79.0,2.0,22.0,50.0,3.0,195.0,2.0,45.0,22.0,30.0,7.0,65.0,82.0,,,28.0,,,0.0,38,,31.0,32.0,137.0,80.0,,21.0,,47.0,,1.0,,,,,,14.0,,,30.0,,,,,,,,,,,,,,,,,,,
DAVID GARCÍA,https://www.laliga.com//es-GB/jugador/david-garcia-2,Defensa,ES,185,72,CA Osasuna,35.0,3.0,113.0,89.0,,94.0,,1.0,,1621.0,27.0,3.0,,,129.0,18.0,5.0,1000.0,640.0,,,,,1.0,13.0,21.0,1.0,14.0,1.0,27.0,1101.0,310.0,2336.0,35.0,11.0,224.0,,20.0,1256.0,29.0,44.0,461.0,2.0,3.0,76.0,33.0,1.0,1044.0,242.0,576.0,2.0,,,8.0,27.0,2.0,150.0,134.0,1.0,33.0,138.0,129.0,218.0,1325.0,12.0,80.0,19.0,4.0,101.0,2.0,75.0,,364.0,27.0,24.0,2.0,45.0,2.0,,,51.0,,,0.0,38,,,,8.0,90.0,,18.0,,37.0,,,,,,,,15.0,,1.0,,,,,18.0,19.0,1.0,,,,,,,,,,,,,
SERGIO HERRERA,https://www.laliga.com//es-GB/jugador/s-herrera,Portero,ES,192,82,CA Osasuna,,,30.0,9.0,,11.0,,,,1346.0,1.0,,,,309.0,2.0,2.0,359.0,431.0,,,,,,7.0,,,,,32.0,670.0,141.0,2870.0,47.0,,412.0,,,629.0,2.0,8.0,239.0,,,62.0,43.0,,435.0,421.0,804.0,,1.0,,9.0,32.0,,350.0,9.0,,,19.0,11.0,20.0,1082.0,,1.0,,1.0,311.0,4.0,,,137.0,32.0,,1.0,1.0,,,,49.0,,,0.0,38,,,,1.0,403.0,,,,171.0,,,,,,,,107.0,,,,,,1.0,233.0,222.0,89.0,32.0,53.0,1.0,86.0,1.0,2.0,4.0,1.0,2.0,8.0,27.0,25.0,1.0
RUBÉN PEÑA,https://www.laliga.com//es-GB/jugador/r-pena,Delantero,ES,170,65,CA Osasuna,44.0,2.0,33.0,225.0,3.0,15.0,3.0,33.0,,1344.0,67.0,35.0,,,134.0,25.0,3.0,463.0,181.0,,,,,2.0,24.0,29.0,6.0,11.0,1.0,29.0,493.0,148.0,2105.0,33.0,22.0,194.0,3.0,14.0,678.0,47.0,105.0,336.0,21.0,66.0,49.0,30.0,1.0,486.0,443.0,289.0,5.0,3.0,,2.0,29.0,87.0,232.0,153.0,6.0,28.0,120.0,59.0,284.0,687.0,6.0,164.0,8.0,26.0,30.0,3.0,125.0,1.0,125.0,26.0,45.0,19.0,120.0,83.0,,,29.0,,,0.0,38,,24.0,24.0,109.0,41.0,,30.0,,18.0,,4.0,4.0,,,,,10.0,,,40.0,,,,,,,,,,,,,,,,,,,
ANSU FATI,https://www.laliga.com//es-GB/jugador/ansu-fati,Delantero,ES,178,66,Brighton,10.0,1.0,3.0,58.0,1.0,1.0,16.0,9.0,,325.0,18.0,5.0,1.0,2.0,22.0,3.0,2.0,172.0,65.0,1.0,,,,,13.0,8.0,2.0,14.0,,19.0,178.0,73.0,514.0,12.0,2.0,26.0,1.0,4.0,200.0,5.0,23.0,113.0,5.0,19.0,5.0,8.0,,174.0,67.0,36.0,11.0,9.0,,,19.0,3.0,24.0,25.0,12.0,6.0,24.0,11.0,69.0,204.0,3.0,45.0,,6.0,6.0,4.0,52.0,,43.0,3.0,46.0,3.0,35.0,3.0,2.0,,49.0,0.0,2.0,0.0,38,,,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORIOL ROMEU,https://www.laliga.com//es-GB/jugador/oriol-romeu,Centrocampista,ES,183,83,FC Barcelona,19.0,4.0,18.0,84.0,,14.0,17.0,1.0,,954.0,19.0,4.0,,,62.0,20.0,4.0,691.0,300.0,,,,,1.0,11.0,10.0,,6.0,,28.0,715.0,202.0,930.0,11.0,14.0,84.0,1.0,10.0,787.0,34.0,49.0,416.0,1.0,9.0,19.0,9.0,,703.0,107.0,181.0,2.0,7.0,,1.0,28.0,5.0,70.0,71.0,4.0,15.0,63.0,33.0,117.0,799.0,4.0,54.0,2.0,7.0,24.0,2.0,135.0,1.0,281.0,11.0,4.0,10.0,35.0,5.0,,,22.0,,,0.0,38,,1.0,1.0,1.0,13.0,,10.0,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
ALEJANDRO BALDE,https://www.laliga.com//es-GB/jugador/alex-balde,Defensa,ES,175,69,FC Barcelona,13.0,1.0,19.0,107.0,10.0,12.0,3.0,20.0,,1033.0,29.0,20.0,,,67.0,11.0,1.0,580.0,228.0,,,,,1.0,18.0,13.0,4.0,2.0,,18.0,592.0,303.0,1378.0,17.0,9.0,77.0,,4.0,657.0,20.0,58.0,372.0,19.0,36.0,33.0,13.0,,580.0,201.0,137.0,1.0,1.0,,3.0,18.0,29.0,73.0,65.0,3.0,9.0,70.0,25.0,132.0,669.0,1.0,62.0,1.0,12.0,12.0,4.0,205.0,1.0,24.0,15.0,45.0,3.0,49.0,29.0,,,56.0,,,0.0,38,,8.0,8.0,94.0,12.0,,5.0,,6.0,,,,,,,,2.0,,,16.0,,,,,,,,,,,,,,,,,,,
MARC-ANDRÉ TER STEGEN,https://www.laliga.com//es-GB/jugador/ter-stegen,Portero,DE,187,85,FC Barcelona,,,13.0,1.0,,4.0,,,,1142.0,2.0,,,,195.0,,3.0,649.0,757.0,,,,2.0,,1.0,,,,,28.0,812.0,233.0,2520.0,27.0,,107.0,,,696.0,,1.0,55.0,,,46.0,24.0,,619.0,110.0,457.0,,,,15.0,28.0,,61.0,14.0,,,5.0,4.0,5.0,919.0,,,,1.0,163.0,3.0,,,229.0,28.0,,,,,,,76.0,,,0.0,38,,,,,93.0,,,,32.0,,,,,,,,17.0,,,,,,,259.0,163.0,19.0,25.0,50.0,2.0,75.0,,3.0,1.0,,3.0,10.0,25.0,12.0,
ABNER VINÍCIUS DA SILVA SANTOS,https://www.laliga.com//es-GB/jugador/abner,Defensa,BR,182,75,Real Betis,10.0,,48.0,82.0,1.0,14.0,8.0,5.0,,1000.0,41.0,7.0,,,79.0,19.0,3.0,473.0,248.0,,,,5.0,1.0,2.0,18.0,2.0,1.0,,23.0,493.0,188.0,1397.0,20.0,6.0,116.0,,11.0,602.0,25.0,34.0,247.0,15.0,16.0,46.0,19.0,1.0,486.0,217.0,294.0,,2.0,,5.0,23.0,24.0,94.0,82.0,3.0,16.0,48.0,24.0,106.0,609.0,1.0,58.0,5.0,7.0,20.0,1.0,89.0,,38.0,15.0,30.0,3.0,48.0,24.0,,,21.0,,,0.0,38,,2.0,2.0,120.0,34.0,,15.0,,24.0,,,,,,,,3.0,,1.0,38.0,,,,,,,,,,,,,,,,,,,
RODRIGO SÁNCHEZ RODRÍGUEZ,https://www.laliga.com//es-GB/jugador/rodri-3,Centrocampista,ES,168,62,Real Betis,9.0,6.0,2.0,131.0,5.0,,20.0,24.0,,778.0,32.0,24.0,,,58.0,10.0,,412.0,159.0,,,,2.0,,29.0,11.0,4.0,10.0,1.0,29.0,429.0,130.0,1039.0,13.0,7.0,89.0,,5.0,514.0,17.0,70.0,277.0,11.0,42.0,19.0,13.0,,425.0,196.0,133.0,5.0,12.0,,1.0,29.0,29.0,99.0,76.0,8.0,6.0,70.0,9.0,140.0,518.0,5.0,70.0,,15.0,17.0,,101.0,,154.0,9.0,49.0,7.0,61.0,24.0,,,82.0,,,0.0,38,,6.0,7.0,13.0,13.0,,8.0,,6.0,,5.0,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
PAUL AKOUOKOU,https://www.laliga.com//es-GB/jugador/paul,Centrocampista,CI,181,68,Lyon,5.0,,11.0,31.0,1.0,8.0,4.0,,,243.0,6.0,3.0,,,25.0,9.0,1.0,150.0,77.0,,,,,,3.0,4.0,,2.0,,8.0,158.0,48.0,309.0,5.0,5.0,27.0,,4.0,183.0,14.0,20.0,81.0,,1.0,8.0,4.0,,156.0,33.0,51.0,,4.0,,,8.0,,19.0,24.0,,9.0,28.0,13.0,44.0,185.0,2.0,16.0,1.0,,8.0,1.0,26.0,,60.0,4.0,1.0,4.0,11.0,,,,22.0,,,0.0,34,,,,,3.0,,6.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BORJA IGLESIAS,https://www.laliga.com//es-GB/jugador/b-iglesias,Delantero,ES,187,86,Bayer 04,6.0,,1.0,14.0,,4.0,5.0,1.0,,105.0,5.0,,,,5.0,,,58.0,10.0,,,,,,3.0,2.0,1.0,5.0,1.0,7.0,58.0,12.0,252.0,1.0,1.0,15.0,2.0,2.0,73.0,1.0,4.0,48.0,3.0,7.0,1.0,1.0,,58.0,29.0,14.0,3.0,7.0,,1.0,7.0,1.0,15.0,15.0,3.0,2.0,8.0,10.0,24.0,73.0,2.0,16.0,,3.0,,,24.0,,23.0,2.0,19.0,1.0,10.0,1.0,,,23.0,,,0.0,34,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUI TIAGO DANTAS DA SILVA,https://www.laliga.com//es-GB/jugador/rui-silva,Portero,PT,191,91,Real Betis,3.0,,22.0,11.0,,12.0,,,,1113.0,,1.0,,,237.0,,4.0,390.0,468.0,,,,7.0,,7.0,,,,,28.0,552.0,186.0,2475.0,36.0,,284.0,,2.0,510.0,,6.0,84.0,,,75.0,34.0,,385.0,289.0,492.0,,,,9.0,28.0,,209.0,7.0,,2.0,18.0,15.0,26.0,836.0,,8.0,,,162.0,2.0,,,158.0,28.0,,1.0,5.0,,,,61.0,,,0.0,38,,,,,277.0,,1.0,,110.0,,,,,,,,42.0,,2.0,,1.0,,,226.0,183.0,76.0,34.0,52.0,8.0,87.0,1.0,5.0,2.0,1.0,4.0,9.0,15.0,29.0,2.0
YOUSSOUF SABALY,https://www.laliga.com//es-GB/jugador/youssouf-sabaly,Defensa,SN,174,67,Real Betis,13.0,,26.0,68.0,2.0,10.0,,8.0,,804.0,20.0,12.0,,,63.0,11.0,2.0,452.0,248.0,,,,3.0,1.0,6.0,3.0,,4.0,,12.0,462.0,66.0,1048.0,17.0,5.0,78.0,1.0,5.0,534.0,16.0,34.0,217.0,6.0,21.0,41.0,16.0,,456.0,157.0,195.0,,1.0,,3.0,12.0,24.0,61.0,59.0,,9.0,44.0,23.0,91.0,540.0,4.0,47.0,3.0,3.0,10.0,1.0,108.0,1.0,171.0,12.0,14.0,2.0,34.0,24.0,,,47.0,,,0.0,38,,3.0,3.0,75.0,19.0,,11.0,,13.0,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,
IVÁN ALEJO,https://www.laliga.com//es-GB/jugador/i-alejo,Centrocampista,ES,184,73,Cádiz CF,18.0,1.0,15.0,260.0,3.0,15.0,9.0,31.0,,803.0,52.0,24.0,,,87.0,23.0,17.0,180.0,66.0,,,,2.0,2.0,49.0,20.0,9.0,9.0,,30.0,195.0,16.0,1702.0,26.0,17.0,109.0,1.0,31.0,297.0,40.0,113.0,159.0,19.0,59.0,36.0,23.0,1.0,188.0,352.0,129.0,2.0,1.0,,1.0,30.0,121.0,194.0,83.0,2.0,49.0,128.0,33.0,293.0,304.0,7.0,165.0,,14.0,15.0,3.0,69.0,2.0,90.0,21.0,23.0,18.0,147.0,110.0,,,20.0,,,0.0,38,,26.0,30.0,20.0,26.0,,7.0,,19.0,,12.0,8.0,,,3.0,,4.0,,1.0,4.0,,,,,,,,,,,,,,,,,,,
RAFAEL JIMÉNEZ JARQUE,https://www.laliga.com//es-GB/jugador/fali,Defensa,ES,186,84,Cádiz CF,41.0,5.0,117.0,101.0,,39.0,,1.0,,1345.0,21.0,3.0,,,127.0,26.0,12.0,684.0,515.0,,,,2.0,,19.0,14.0,,10.0,,30.0,798.0,229.0,2550.0,39.0,15.0,235.0,,13.0,979.0,41.0,63.0,284.0,3.0,3.0,57.0,36.0,1.0,749.0,260.0,459.0,3.0,,,6.0,30.0,9.0,187.0,78.0,1.0,23.0,102.0,80.0,181.0,1033.0,7.0,79.0,24.0,4.0,114.0,3.0,82.0,,263.0,30.0,18.0,5.0,38.0,9.0,,,31.0,,,0.0,38,,1.0,1.0,,157.0,,27.0,,79.0,,,,,,,,24.0,,,,,,1.0,5.0,5.0,,,,,,,,,,,,,,
